InvoiceDate,CustomerID,OrderTotal
2011-02-24,16719,169.33
2011-02-24,16086,101.19
2011-02-24,14243,339.4
2011-02-24,12582,205.16
2011-02-24,17364,504.56
2011-02-24,14231,308.95
2011-02-24,14527,77.95
2011-02-24,17865,596.24
2011-02-24,15805,553.76
2011-02-24,14189,214.71
2011-02-24,17867,25.5
2011-02-24,14880,129.2
2011-02-24,13118,190.93
2011-02-24,15121,295.15
2011-02-24,18065,405.03
2011-02-24,13018,311.25
2011-02-24,17117,116.2
2011-02-24,17017,528.32
2011-02-24,12945,462.95
2011-02-24,18056,363.65
2011-02-24,14298,1991.26
2011-02-24,16072,584.32
2011-02-24,16838,392.12
2011-02-24,18198,303.22
2011-02-24,15543,127.86
2011-02-24,16722,314.36
2011-02-24,13777,179.04
2011-02-24,17377,132.17
2011-02-24,13751,296.25
2011-02-24,13081,836.24
2011-02-24,13725,147.3
2011-02-24,13081,736.95
2011-02-24,17090,400.8
2011-02-24,15847,180.68
2011-02-24,12877,79.2
2011-02-24,13851,246.32
2011-02-24,16997,234.0
2011-02-24,13468,105.2
2011-02-24,15189,310.92
2011-02-24,17472,198.51
2011-02-24,13501,1340.32
2011-02-25,16133,307.2
2011-02-25,12633,1012.82
2011-02-25,13345,389.5
2011-02-25,13870,544.03
2011-02-25,15769,1295.4
2011-02-25,12839,351.56
2011-02-25,17034,141.8
2011-02-25,16592,455.28
2011-02-25,12841,169.94
2011-02-25,15544,365.1
2011-02-25,15845,929.22
2011-02-25,14541,292.4
2011-02-25,17735,847.38
2011-02-25,13458,676.92
2011-02-25,15712,299.8
2011-02-25,13362,812.7
2011-02-25,12474,287.58
2011-02-25,14470,297.64
2011-02-25,17388,381.6
2011-02-25,15281,234.15
2011-02-25,16841,317.38
2011-02-25,13001,278.28
2011-02-25,13753,741.26
2011-02-25,13666,43.65
2011-02-25,13666,20.4
2011-02-25,13093,467.52
2011-02-25,18223,502.85
2011-02-25,13742,176.05
2011-02-25,16473,68.4
2011-02-25,12361,189.9
2011-02-25,14481,302.86
2011-02-25,15093,759.08
2011-02-25,13792,74.6
2011-02-25,17663,371.39
2011-02-25,12921,522.75
2011-02-25,12921,678.15
2011-02-25,15939,247.8
2011-02-25,13973,264.7
2011-02-25,14541,69.0
2011-02-25,13798,532.72
2011-02-25,15990,401.37
2011-02-25,14051,476.8
2011-02-25,13493,179.35
2011-02-25,15078,430.26
2011-02-25,14573,169.15
2011-02-27,14532,386.9
2011-02-27,13684,67.23
2011-02-27,17243,373.65
2011-02-27,14952,524.95
2011-02-27,13261,845.1
2011-02-27,16407,202.1
2011-02-27,15738,333.92
2011-02-27,15708,644.75
2011-02-27,16598,145.05
2011-02-27,14147,182.8
2011-02-27,14810,180.65
2011-02-27,15046,109.85
2011-02-27,15951,375.17
2011-02-27,12599,110.6
2011-02-27,13971,333.48
2011-02-27,17516,321.23
2011-02-27,14472,402.47
2011-02-27,17516,6.6
2011-02-27,16745,486.65
2011-02-27,13630,299.14
2011-02-27,13767,317.87
2011-02-27,14157,277.17
2011-02-27,15547,406.74
2011-02-27,15547,14.95
2011-02-27,12748,275.25
2011-02-27,14606,134.72
2011-02-27,13636,154.5
2011-02-27,12431,412.55
2011-02-27,13610,239.17
2011-02-27,17894,258.4
2011-02-27,14745,240.6
2011-02-27,16493,240.0
2011-02-27,15996,222.29
2011-02-28,12781,549.26
2011-02-28,14036,626.65
2011-02-28,17655,306.7
2011-02-28,14211,319.9
2011-02-28,15235,147.9
2011-02-28,14616,10.08
2011-02-28,18283,102.9
2011-02-28,13004,301.91
2011-02-28,16057,683.98
2011-02-28,16992,421.6
2011-02-28,15724,103.65
2011-02-28,12458,441.92
2011-02-28,15039,928.08
2011-02-28,12678,353.43
2011-02-28,16422,513.45
2011-02-28,15039,11.9
2011-02-28,12598,720.86
2011-02-28,12464,149.95
2011-02-28,13675,308.44
2011-02-28,15062,251.9
2011-02-28,14227,736.7
2011-02-28,16668,50.76
2011-02-28,15227,306.84
2011-02-28,16667,203.35
2011-02-28,12921,425.5
2011-02-28,14527,122.0
2011-02-28,13509,209.32
2011-02-28,14239,205.38
2011-02-28,15874,584.35
2011-02-28,12748,13.05
2011-02-28,16187,195.0
2011-02-28,16187,480.9
2011-02-28,16607,216.05
2011-02-28,16458,173.7
2011-02-28,16339,109.95
2011-02-28,17027,239.13
2011-02-28,14078,170.05
2011-02-28,12728,200.72
2011-02-28,12509,176.5
2011-02-28,14046,154.99
2011-02-28,15570,314.9
2011-02-28,13292,249.57
2011-02-28,16027,79.2
2011-02-28,17841,229.9
2011-02-28,16427,109.8
2011-02-28,14056,598.96
2011-02-28,15656,242.95
2011-02-28,12811,240.25
2011-02-28,16518,190.7
2011-02-28,17165,158.68
2011-02-28,17462,463.41
2011-03-01,14620,235.35
2011-03-01,14740,521.1
2011-03-01,13880,200.1
2011-03-01,16462,34
2011-03-01,17068,182.7
2011-03-01,12971,161.8
2011-03-01,12428,1943.4
2011-03-01,12428,2474.62
2011-03-01,16078,79.2
2011-03-01,16915,54.3
2011-03-01,15194,307.62
2011-03-01,15676,897.8
2011-03-01,18044,72.12
2011-03-01,18075,256.85
2011-03-01,12683,352.2
2011-03-01,15709,133.25
2011-03-01,15241,395.33
2011-03-01,12933,110.75
2011-03-01,17811,122.5
2011-03-01,15971,117
2011-03-01,15311,1390.06
2011-03-01,14732,470.88
2011-03-01,14688,210.3
2011-03-01,17965,313.58
2011-03-01,12709,762.5
2011-03-01,15092,323.16
2011-03-01,12679,794.06
2011-03-01,14506,297.16
2011-03-01,15319,204.5
2011-03-01,16212,498.15
2011-03-01,15257,317.15
2011-03-01,17027,13.2
2011-03-01,14656,133.11
2011-03-01,13884,138.15
2011-03-01,15456,17.67
2011-03-01,15660,155.0
2011-03-01,15456,186.33
2011-03-01,15953,242.03
2011-03-01,12866,559.12
2011-03-01,14676,556.32
2011-03-01,16839,412.32
2011-03-01,14156,2541.15
2011-03-01,12747,310.78
2011-03-01,13599,580.57
2011-03-01,12352,144.35
2011-03-01,13110,268.6
2011-03-01,16525,329.34
2011-03-01,14560,34.75
2011-03-01,13166,417.2
2011-03-01,16389,119.65
2011-03-01,17961,2.5
2011-03-01,12352,840.3
2011-03-01,15750,272.05
2011-03-01,12428,551.2
2011-03-01,15984,234.35
2011-03-01,17449,338.34
2011-03-02,14292,463.0
2011-03-02,15416,1375.24
2011-03-02,17949,1642.5
2011-03-02,13497,194.55
2011-03-02,15733,162.3
2011-03-02,16678,312.18
2011-03-02,14180,382.1
2011-03-02,12834,312.38
2011-03-02,13094,76.32
2011-03-02,12913,134.97
2011-03-02,18118,172.6
2011-03-02,14606,122.07
2011-03-02,13722,1463.47
2011-03-02,14934,828.84
2011-03-02,17048,501.99
2011-03-02,15067,848.05
2011-03-02,16670,615.33
2011-03-02,16128,388.3
2011-03-02,15061,597.81
2011-03-02,15061,255.0
2011-03-02,12980,838.8
2011-03-02,15641,453.79
2011-03-02,17770,603.17
2011-03-02,15622,576.0
2011-03-02,14473,85
2011-03-02,15104,374.64
2011-03-02,15643,337.1
2011-03-02,16792,100.43
2011-03-02,15189,276.66
2011-03-02,16792,9.95
2011-03-02,14239,430.5
2011-03-02,15031,150.83
2011-03-02,15636,306.7
2011-03-02,12873,374
2011-03-02,17923,207.5
2011-03-02,16217,183.0
2011-03-02,14657,108.32
2011-03-02,17738,779.92
2011-03-02,17426,1193.88
2011-03-02,12753,15.3
2011-03-02,17576,151.07
2011-03-02,13230,281.43
2011-03-03,14388,401.45
2011-03-03,17567,535.38
2011-03-03,13784,96.75
2011-03-03,16957,114.84
2011-03-03,18102,1396
2011-03-03,15304,105.45
2011-03-03,16571,436.68
2011-03-03,17646,345.85
2011-03-03,14483,137.1
2011-03-03,15087,306.94
2011-03-03,16709,1120.53
2011-03-03,12415,16726.84
2011-03-03,14573,134.5
2011-03-03,15719,183.65
2011-03-03,17856,482.81
2011-03-03,17389,124.68
2011-03-03,15053,222.65
2011-03-03,12727,534.76
2011-03-03,12727,38.4
2011-03-03,18218,309.38
2011-03-03,16159,348.2
2011-03-03,17995,76.1
2011-03-03,15596,303.03
2011-03-03,14524,210.05
2011-03-03,17374,191.95
2011-03-03,17789,225.9
2011-03-03,17416,2114.71
2011-03-03,12524,475.44
2011-03-03,17652,222.3
2011-03-03,13199,73.92
2011-03-03,12417,410.0
2011-03-03,13476,727.6
2011-03-03,14057,294.33
2011-03-03,17841,187.11
2011-03-03,18041,148.49
2011-03-03,17757,137.62
2011-03-03,12500,249.84
2011-03-03,17873,485.78
2011-03-03,15005,288.47
2011-03-03,12817,166.04
2011-03-03,17700,602.61
2011-03-03,15393,124.1
2011-03-03,13959,122.7
2011-03-03,13014,515.38
2011-03-03,15611,99.75
2011-03-03,14702,161.5
2011-03-03,13715,137.49
2011-03-04,17508,387.31
2011-03-04,13931,378.21
2011-03-04,13694,3547.34
2011-03-04,12553,317.25
2011-03-04,12541,312.4
2011-03-04,14796,282.74
2011-03-04,13382,222.99
2011-03-04,17001,333.2
2011-03-04,15220,316.11
2011-03-04,17581,356.9
2011-03-04,17581,369.95
2011-03-04,17581,102.4
2011-03-04,14570,167.91
2011-03-04,14447,265.0
2011-03-04,14570,50.15
2011-03-04,15827,152.0
2011-03-04,17315,109.16
2011-03-04,15827,38.1
2011-03-04,14466,332.4
2011-03-04,14911,308.18
2011-03-04,13557,240.68
2011-03-04,16449,416.69
2011-03-04,15514,292.03
2011-03-04,13113,235.91
2011-03-04,16333,1920.48
2011-03-04,12755,17.55
2011-03-04,14779,38.0
2011-03-04,12547,159.4
2011-03-04,17325,96.8
2011-03-04,14995,119.31
2011-03-04,16414,50.8
2011-03-04,15311,935.54
2011-03-04,15681,345.68
2011-03-04,14670,99.59
2011-03-04,14057,99.0
2011-03-04,14911,877.31
2011-03-04,14670,311.94
2011-03-04,15675,45
2011-03-04,17191,310.77
2011-03-04,15358,829.85
2011-03-04,15358,208.2
2011-03-04,13491,162.08
2011-03-04,12584,463.63
2011-03-04,17535,164.4
2011-03-04,14031,532.13
2011-03-06,17243,186.9
2011-03-06,15465,292.75
2011-03-06,18223,15
2011-03-06,15034,246.76
2011-03-06,15400,346.1
2011-03-06,16923,655.03
2011-03-06,14701,253.79
2011-03-06,14903,533.18
2011-03-06,15606,279.8
2011-03-06,14499,126.02
2011-03-06,18211,137.9
2011-03-06,17769,508.45
2011-03-06,16033,635.17
2011-03-06,13263,427.03
2011-03-06,14161,263.04
2011-03-06,17428,510.7
2011-03-06,16422,796.86
2011-03-06,16422,120
2011-03-06,17050,841.37
2011-03-06,15696,230.0
2011-03-06,14504,147.23
2011-03-06,15572,225.14
2011-03-06,15572,220.77
2011-03-06,17811,166.45
2011-03-06,17107,1695.21
2011-03-06,14247,136.77
2011-03-07,16638,215.55
2011-03-07,15554,217.2
2011-03-07,12712,219.3
2011-03-07,13881,673.9
2011-03-07,14915,142.28
2011-03-07,12708,282.66
2011-03-07,13117,90.6
2011-03-07,16136,159.3
2011-03-07,18280,180.6
2011-03-07,12614,315.6
2011-03-07,13344,1656.15
2011-03-07,15039,608.45
2011-03-07,16013,475.2
2011-03-07,16621,162.85
2011-03-07,17571,75.6
2011-03-07,17381,1588.68
2011-03-07,17381,431.28
2011-03-07,16316,806.05
2011-03-07,13408,294.17
2011-03-07,16316,17
2011-03-07,16225,326.91
2011-03-07,14214,638.65
2011-03-07,14012,328.8
2011-03-07,16356,102.0
2011-03-07,13884,40.2
2011-03-07,13001,591.02
2011-03-07,13884,17.9
2011-03-07,17696,318.24
2011-03-07,17634,455.04
2011-03-07,17654,117.55
2011-03-07,14606,106.37
2011-03-07,15498,557.0
2011-03-07,12754,16.05
2011-03-07,15026,108.98
2011-03-07,16517,162.7
2011-03-07,14817,580.79
2011-03-07,15290,246.3
2011-03-07,16225,89.7
2011-03-07,15498,593.92
2011-03-07,15769,2597.4
2011-03-07,17841,145.7
2011-03-07,17162,196.45
2011-03-07,17162,15.3
2011-03-07,17092,134.9
2011-03-07,15752,381.75
2011-03-07,13092,110.2
2011-03-07,12841,79.4
2011-03-07,15974,147.95
2011-03-07,13798,416.22
2011-03-07,15291,45
2011-03-07,16782,92.8
2011-03-07,16242,211.36
2011-03-07,15869,61.59
2011-03-07,15869,88.05
2011-03-07,17817,74.7
2011-03-07,17817,195
2011-03-07,15834,1031.37
2011-03-07,15834,250
2011-03-08,13468,126.65
2011-03-08,15234,197.0
2011-03-08,15764,1120.93
2011-03-08,15806,300.36
2011-03-08,14709,461.25
2011-03-08,15819,639.64
2011-03-08,14586,237.36
2011-03-08,17940,181.44
2011-03-08,15944,325.1
2011-03-08,16779,431.58
2011-03-08,13340,3678.03
2011-03-08,17419,329.08
2011-03-08,12528,278.13
2011-03-08,16917,391.52
2011-03-08,14407,357.18
2011-03-08,13908,496.0
2011-03-08,12758,1570.19
2011-03-08,16710,122.61
2011-03-08,13975,678.76
2011-03-08,12748,111.0
2011-03-08,14730,277.17
2011-03-08,17389,105.54
2011-03-08,12662,301.4
2011-03-08,14560,301.4
2011-03-08,15311,896.71
2011-03-08,16927,123.35
2011-03-08,13777,421.09
2011-03-08,12623,305.1
2011-03-08,15023,767.84
2011-03-08,14367,983.16
2011-03-08,13373,987.7
2011-03-08,13089,1195.95
2011-03-08,13089,72.0
2011-03-08,13854,329.36
2011-03-08,16712,370.77
2011-03-08,14426,794.41
2011-03-08,17639,108.5
2011-03-08,16426,328.37
2011-03-08,17306,367.2
2011-03-08,16495,238.01
2011-03-08,16495,8.5
2011-03-08,14336,534.42
2011-03-08,14507,339.36
2011-03-08,14507,39.49
2011-03-09,12759,444.8
2011-03-09,17049,924.54
2011-03-09,15206,17.7
2011-03-09,14013,118.5
2011-03-09,13267,201.5
2011-03-09,13267,85.15
2011-03-09,13267,15.9
2011-03-09,14032,309.64
2011-03-09,12924,229.8
2011-03-09,14645,240.1
2011-03-09,14825,247.4
2011-03-09,15071,588.67
2011-03-09,16221,148.63
2011-03-09,17450,2099.7
2011-03-09,14534,188.25
2011-03-09,12971,221.4
2011-03-09,12971,38.98
2011-03-09,14112,617.1
2011-03-09,13026,84.36
2011-03-09,12881,298.0
2011-03-09,17864,208.41
2011-03-09,16525,660.34
2011-03-09,14936,1576.36
2011-03-09,17138,380.5
2011-03-09,15502,1711.06
2011-03-09,16572,342.58
2011-03-09,14803,188.64
2011-03-09,16316,17.7
2011-03-09,13093,304.5
2011-03-09,14527,98.7
2011-03-09,14662,268.51
2011-03-09,17238,233.17
2011-03-09,15529,382.86
2011-03-09,17770,261.6
2011-03-09,14165,122.54
2011-03-09,15769,330
2011-03-09,14344,146.18
2011-03-09,15379,371.84
2011-03-09,15367,764.58
2011-03-09,16771,704.33
2011-03-09,13078,846.45
2011-03-09,16945,308.98
2011-03-09,16945,79.92
2011-03-09,14085,155.45
2011-03-09,15581,91.54
2011-03-09,16419,264.27
2011-03-09,17730,411.18
2011-03-09,15057,358.5
2011-03-09,14291,984.88
2011-03-09,13493,439.28
2011-03-09,12388,210.9
2011-03-10,13538,337.5
2011-03-10,13953,500
2011-03-10,15632,394.63
2011-03-10,14297,232.6
2011-03-10,13502,74.56
2011-03-10,13899,298.5
2011-03-10,16471,223.95
2011-03-10,15838,3277.24
2011-03-10,17404,122.4
2011-03-10,17377,146.23
2011-03-10,15939,547.35
2011-03-10,18183,312.8
2011-03-10,16553,270.4
2011-03-10,14603,660.0
2011-03-10,16359,130.56
2011-03-10,14156,585.32
2011-03-10,14334,366.53
2011-03-10,13102,300.54
2011-03-10,13102,199.2
2011-03-10,14156,3500.5
2011-03-10,14156,1614.6
2011-03-10,14713,124.95
2011-03-10,18173,853.48
2011-03-10,14667,144.9
2011-03-10,16745,541.1
2011-03-10,14854,462.28
2011-03-10,13871,397.55
2011-03-10,14976,115.57
2011-03-10,12370,938.39
2011-03-10,16625,333.08
2011-03-10,14064,185.15
2011-03-10,16743,360.78
2011-03-10,15308,310.47
2011-03-10,14841,789.9
2011-03-10,18086,101.34
2011-03-10,16477,214.5
2011-03-10,14606,99.95
2011-03-10,14350,282.93
2011-03-10,16553,576.1
2011-03-10,14930,1104.13
2011-03-10,16080,130.26
2011-03-10,14727,268.58
2011-03-10,13468,245.52
2011-03-10,17841,139.79
2011-03-10,14156,461.6
2011-03-10,13126,209.94
2011-03-10,17841,4.25
2011-03-10,16778,93.18
2011-03-10,14077,117.11
2011-03-10,14056,232.43
2011-03-10,15291,330.6
2011-03-10,16808,166.5
2011-03-11,16558,365.18
2011-03-11,17076,182.7
2011-03-11,14913,314.96
2011-03-11,16013,255.0
2011-03-11,17949,345.6
2011-03-11,16475,310.0
2011-03-11,14114,191.4
2011-03-11,13265,307.44
2011-03-11,13798,583.3
2011-03-11,14911,1687.17
2011-03-11,14911,1687.17
2011-03-11,16817,141.45
2011-03-11,13133,57.45
2011-03-11,12520,987.42
2011-03-11,12748,106.11
2011-03-11,15513,1726.6
2011-03-11,15513,67.5
2011-03-11,13098,349.2
2011-03-11,12583,712.85
2011-03-11,17194,10
2011-03-11,13842,311.07
2011-03-11,15049,121.17
2011-03-11,14329,578.02
2011-03-11,12748,13.0
2011-03-11,12748,19.74
2011-03-11,18149,227.78
2011-03-11,13654,312.93
2011-03-11,15311,826.07
2011-03-11,16652,1588.16
2011-03-11,14312,157.65
2011-03-11,16766,572.8
2011-03-11,16801,751.9
2011-03-11,14083,14.4
2011-03-11,17800,103.65
2011-03-11,14587,202.82
2011-03-11,17164,627.13
2011-03-11,13226,108.21
2011-03-11,12971,153.75
2011-03-11,13043,516.42
2011-03-11,14352,231.3
2011-03-11,17994,21.9
2011-03-11,13305,156.6
2011-03-11,16766,572.8
2011-03-11,13509,127.2
2011-03-11,17351,198.6
2011-03-11,12939,1919.04
2011-03-11,12748,70.29
2011-03-11,17961,3.1
2011-03-13,16768,183.25
2011-03-13,17975,488.06
2011-03-13,14800,629.25
2011-03-13,17315,109.58
2011-03-13,16693,157.56
2011-03-13,14810,129.46
2011-03-13,13700,301.04
2011-03-13,15547,288.71
2011-03-13,14502,220.47
2011-03-13,13956,119.72
2011-03-13,16983,263.59
2011-03-13,13708,296.88
2011-03-13,14606,103.89
2011-03-13,12681,343.29
2011-03-13,17611,371.37
2011-03-13,15918,142.0
2011-03-14,16954,414.3
2011-03-14,14180,227.0
2011-03-14,12778,117.93
2011-03-14,12383,357.07
2011-03-14,15671,356.19
2011-03-14,14962,126.7
2011-03-14,16807,371.23
2011-03-14,15125,3840.88
2011-03-14,16871,535.02
2011-03-14,15159,446.8
2011-03-14,15159,207.3
2011-03-14,12901,349.8
2011-03-14,12845,208.8
2011-03-14,13225,734.44
2011-03-14,14395,360.24
2011-03-14,18118,370.53
2011-03-14,12682,479.4
2011-03-14,13452,295
2011-03-14,15039,377.88
2011-03-14,15493,538.76
2011-03-14,16005,177.59
2011-03-14,15971,184.5
2011-03-14,14911,522.6
2011-03-14,16353,175.72
2011-03-14,14911,706.6
2011-03-14,16013,679.5
2011-03-14,13319,373.84
2011-03-14,13319,52.2
2011-03-14,17811,110.84
2011-03-14,14733,619.6
2011-03-14,15061,285.0
2011-03-14,15061,149.4
2011-03-14,15311,2420.95
2011-03-14,17404,4400.28
2011-03-14,15738,391.8
2011-03-14,14060,140
2011-03-14,15388,140.54
2011-03-14,16150,571.06
2011-03-14,15005,181.44
2011-03-14,16327,582.35
2011-03-14,15061,512.28
2011-03-14,14911,596.05
2011-03-14,13263,308.09
2011-03-14,17841,174.86
2011-03-14,16570,454.08
2011-03-14,16804,118.05
2011-03-14,17799,258.41
2011-03-14,17799,6.35
2011-03-15,13082,271.5
2011-03-15,13499,158.23
2011-03-15,16037,251.56
2011-03-15,17675,696.85
2011-03-15,16156,309.02
2011-03-15,12931,62.5
2011-03-15,18260,548.75
2011-03-15,16293,317.56
2011-03-15,15047,343.62
2011-03-15,14016,1477.56
2011-03-15,14911,870.59
2011-03-15,17954,108.1
2011-03-15,14193,422.54
2011-03-15,17542,170.75
2011-03-15,15181,300.0
2011-03-15,17080,76.32
2011-03-15,16168,163.2
2011-03-15,14527,78.04
2011-03-15,16392,221.19
2011-03-15,14534,137.9
2011-03-15,13854,292.3
2011-03-15,15106,410.7
2011-03-15,13971,309.34
2011-03-15,14092,238.2
2011-03-15,12779,317.78
2011-03-15,16214,542.97
2011-03-15,15932,339.34
2011-03-15,13716,138.28
2011-03-15,17816,5.1
2011-03-15,15150,501.25
2011-03-15,16996,242.4
2011-03-15,14156,1041.45
2011-03-15,16782,95.0
2011-03-15,15867,215.49
2011-03-15,14735,236.1
2011-03-15,14735,218.1
2011-03-15,14226,983.3
2011-03-15,13451,610.88
2011-03-15,18144,363.4
2011-03-15,12681,565.54
2011-03-15,13121,283.73
2011-03-16,16297,301.9
2011-03-16,12994,352.6
2011-03-16,12868,248.27
2011-03-16,16152,1829.04
2011-03-16,15687,369.9
2011-03-16,14636,300.19
2011-03-16,16040,422.43
2011-03-16,16497,175.3
2011-03-16,16985,680.4
2011-03-16,16985,148.5
2011-03-16,15793,306.64
2011-03-16,12845,6.7
2011-03-16,13983,290
2011-03-16,18231,233.75
2011-03-16,13089,961.56
2011-03-16,14606,139.35
2011-03-16,16029,705.6
2011-03-16,16029,705.6
2011-03-16,16013,414.72
2011-03-16,13358,439.03
2011-03-16,16422,853.08
2011-03-16,17511,3018.34
2011-03-16,13261,99
2011-03-16,12849,704.5
2011-03-16,15182,370.48
2011-03-16,14543,328.6
2011-03-16,14543,15
2011-03-16,13668,311.66
2011-03-16,13299,142.5
2011-03-16,16383,309.46
2011-03-16,13027,384
2011-03-16,12502,702.8
2011-03-16,15381,282.3
2011-03-16,12712,300.7
2011-03-16,12597,516.15
2011-03-16,17858,432.2
2011-03-16,17961,28.18
2011-03-16,15671,300.98
2011-03-16,12437,147.71
2011-03-16,12971,52.8
2011-03-16,12971,77.16
2011-03-16,15694,584.76
2011-03-16,17504,859.01
2011-03-16,12523,115.09
2011-03-16,17515,200.7
2011-03-16,15030,152.76
2011-03-16,14505,581.89
2011-03-16,17306,152.64
2011-03-16,17460,138.88
2011-03-16,14572,625.85
2011-03-17,12435,3978.99
2011-03-17,12955,473.82
2011-03-17,15291,232.4
2011-03-17,18189,633.1
2011-03-17,15189,302.52
2011-03-17,16523,239.0
2011-03-17,14035,398.98
2011-03-17,13946,209.85
2011-03-17,15769,10065
2011-03-17,14713,136.57
2011-03-17,17716,665.46
2011-03-17,15301,622.5
2011-03-17,13185,71.4
2011-03-17,14840,62.85
2011-03-17,16839,449.87
2011-03-17,13199,606.84
2011-03-17,13216,333.74
2011-03-17,13650,372.12
2011-03-17,12472,592.18
2011-03-17,13533,128.49
2011-03-17,12989,437.4
2011-03-17,13533,18.15
2011-03-17,13623,101.35
2011-03-17,13268,653.57
2011-03-17,12480,771.02
2011-03-17,13104,111.96
2011-03-17,12845,73.5
2011-03-17,18168,218.83
2011-03-17,15433,372.64
2011-03-17,12937,217.43
2011-03-17,18198,316.82
2011-03-17,14911,381.78
2011-03-17,16216,914.93
2011-03-17,16377,676.2
2011-03-17,14462,232.39
2011-03-17,12352,120.33
2011-03-17,16746,300.0
2011-03-17,14462,16.0
2011-03-17,17591,326.04
2011-03-17,16976,251.52
2011-03-17,12514,1017.68
2011-03-17,18210,142.4
2011-03-17,13631,80
2011-03-17,14422,401.31
2011-03-17,13707,223.0
2011-03-17,13394,320.42
2011-03-17,17961,8.8
2011-03-17,14298,946.2
2011-03-17,14298,25.2
2011-03-17,14298,33.2
2011-03-17,15648,316.85
2011-03-17,14056,220.6
2011-03-17,13969,145.55
2011-03-17,17725,337.71
2011-03-17,15861,474.19
2011-03-17,15861,248.29
2011-03-18,13072,177.15
2011-03-18,15695,359.73
2011-03-18,15695,50.25
2011-03-18,14911,743.71
2011-03-18,15854,309.4
2011-03-18,12500,241.44
2011-03-18,12471,845.32
2011-03-18,12471,33
2011-03-18,14110,904.26
2011-03-18,16716,166.8
2011-03-18,14059,183.6
2011-03-18,12647,464.7
2011-03-18,17857,108.5
2011-03-18,16672,1175.44
2011-03-18,17685,326.5
2011-03-18,13090,555.3
2011-03-18,14701,567.44
2011-03-18,16511,340.75
2011-03-18,17673,377.64
2011-03-18,16779,302.6
2011-03-18,16256,752.43
2011-03-18,13591,462.2
2011-03-18,14066,152.55
2011-03-18,15483,114.85
2011-03-18,16626,795.75
2011-03-18,15019,266.0
2011-03-18,18270,111.95
2011-03-18,14194,780.35
2011-03-18,14194,282.12
2011-03-18,14315,530.4
2011-03-18,12748,167.43
2011-03-18,16684,4666.44
2011-03-18,17921,280.57
2011-03-18,16684,152.64
2011-03-18,14041,141.41
2011-03-18,17060,234.24
2011-03-18,16023,177.84
2011-03-18,17133,683.42
2011-03-18,14282,323.3
2011-03-18,16656,357.12
2011-03-18,12878,315.18
2011-03-18,14155,118.75
2011-03-18,17419,321.75
2011-03-18,12474,806.47
2011-03-18,13468,113.35
2011-03-18,17043,174.6
2011-03-18,17841,115.78
2011-03-18,17017,368.36
2011-03-18,13046,197.72
2011-03-18,17961,22.24
2011-03-18,16422,833.1
2011-03-18,14633,344.9
2011-03-20,13593,447.5
2011-03-20,15465,405.0
2011-03-20,12948,371.8
2011-03-20,13798,662.62
2011-03-20,15898,168.7
2011-03-20,18229,361.4
2011-03-20,13911,282.28
2011-03-20,17017,380.4
2011-03-20,14101,1224.6
2011-03-20,15703,211.5
2011-03-20,14560,96.6
2011-03-20,15938,62.7
2011-03-20,13777,300.0
2011-03-20,14071,225.4
2011-03-20,17856,585.12
2011-03-20,13725,146.87
2011-03-20,14258,982.08
2011-03-20,14911,197.8
2011-03-20,17134,330.5
2011-03-20,17795,163.25
2011-03-20,12902,138.68
2011-03-20,18225,171.75
2011-03-20,13001,499.84
2011-03-20,16444,119.08
2011-03-20,16402,87.8
2011-03-20,14217,130.05
2011-03-20,14232,693.18
2011-03-20,14693,172.9
2011-03-20,17954,135.44
2011-03-20,12407,226.3
2011-03-20,16728,224.49
2011-03-20,14769,2449.79
2011-03-20,16096,320.62
2011-03-20,17068,185.85
2011-03-20,12921,562.63
2011-03-20,12921,501.24
2011-03-20,13985,393.0
2011-03-20,16710,242.0
2011-03-20,16115,205.13
2011-03-20,12693,239.85
2011-03-20,13592,76.72
2011-03-20,17211,345.82
2011-03-20,13102,176.34
2011-03-20,15288,986.75
2011-03-20,15140,446.15
2011-03-20,12843,93.4
2011-03-20,14408,350.8
2011-03-20,15408,267.18
2011-03-20,15445,113.5
2011-03-20,14205,222.9
2011-03-20,15452,247.25
2011-03-20,17690,94.65
2011-03-20,12600,124.08
2011-03-20,12428,409.2
2011-03-20,12726,316.02
2011-03-20,14223,304.9
2011-03-20,17230,203.4
2011-03-21,16619,226.21
2011-03-21,14762,300.52
2011-03-21,13934,922.1
2011-03-21,13018,332.6
2011-03-21,15669,198.8
2011-03-21,13021,259.35
2011-03-21,16384,409.1
2011-03-21,18224,158.95
2011-03-21,15615,536.78
2011-03-21,16029,585
2011-03-21,14245,1005.1
2011-03-21,15218,527.85
2011-03-21,13854,305.52
2011-03-21,15039,614.85
2011-03-21,17315,174.16
2011-03-21,14659,227.92
2011-03-21,12423,347.35
2011-03-21,14688,164.34
2011-03-21,17678,298.11
2011-03-21,15996,169.73
2011-03-21,15299,600
2011-03-21,13593,15.6
2011-03-21,17849,151.45
2011-03-21,15855,95.8
2011-03-21,12637,201.24
2011-03-21,17204,788.91
2011-03-21,12637,4.63
2011-03-21,17811,108.42
2011-03-21,14606,131.5
2011-03-21,16036,188.73
2011-03-21,13113,489.12
2011-03-21,17841,248.2
2011-03-21,17146,265.63
2011-03-21,13491,90.8
2011-03-21,16558,313.55
2011-03-21,16791,151.9
2011-03-21,17763,15
2011-03-21,13081,2340.05
2011-03-21,13410,154.4
