StockCode,Description,Country,YearMonth,TotalSales,TotalQty
21980,PACK OF 12 RED RETROSPOT TISSUES,France,2010-12,7.25,25
21981,PACK OF 12 WOODLAND TISSUES,France,2010-12,7.25,25
22614,PACK OF 12 SPACEBOY TISSUES,France,2010-12,6.96,24
22615,PACK OF 12 CIRCUS PARADE TISSUES,France,2010-12,6.96,24
21240,BLUE POLKADOT CUP,France,2010-12,6.8,8
85116,BLACK CANDELABRA T-LIGHT HOLDER,France,2010-12,6.3,3
16238,PARTY TIME PENCIL ERASERS,France,2010-12,5.88,28
22945,CHRISTMAS METAL TAGS ASSORTED,France,2010-12,5.1,6
21507,"ELEPHANT, BIRTHDAY CARD,",France,2010-12,5.04,12
22029,SPACEBOY BIRTHDAY CARD,France,2010-12,5.04,12
22037,ROBOT BIRTHDAY CARD,France,2010-12,5.04,12
21294,ETCHED GLASS COASTER,France,2010-12,5,4
22720,SET OF 3 CAKE TINS PANTRY DESIGN,France,2010-12,4.95,1
22662,LUNCH BAG DOLLY GIRL DESIGN,France,2010-12,4.95,3
21576,LETS GO SHOPPING COTTON TOTE BAG,France,2010-12,4.5,2
22374,AIRLINE BAG VINTAGE JET SET RED,France,2010-12,4.25,1
22375,AIRLINE BAG VINTAGE JET SET BROWN,France,2010-12,4.25,1
22940,FELTCRAFT CHRISTMAS FAIRY,France,2010-12,4.25,1
21012,ANTIQUE ALL GLASS CANDLESTICK,France,2010-12,4.2,2
22151,PLACE SETTING WHITE HEART,France,2010-12,4.2,10
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,France,2010-12,3.75,1
22801,ANTIQUE GLASS PEDESTAL BOWL,France,2010-12,3.75,1
22469,HEART OF WICKER SMALL,France,2010-12,3.3,2
22759,SET OF 3 NOTEBOOKS IN PARCEL,France,2010-12,3.3,2
22604,SET OF 4 NAPKIN CHARMS CUTLERY,France,2010-12,2.55,1
22638,SET OF 4 NAPKIN CHARMS CROWNS,France,2010-12,2.55,1
22480,RED TEA TOWEL CLASSIC DESIGN,France,2010-12,2.5,2
22482,BLUE TEA TOWEL CLASSIC DESIGN,France,2010-12,2.5,2
21578,WOODLAND DESIGN  COTTON TOTE BAG,France,2010-12,2.25,1
20751,FUNKY WASHING UP GLOVES ASSORTED,France,2010-12,2.1,1
22078,RIBBON REEL LACE DESIGN,France,2010-12,2.1,1
22696,WICKER WREATH LARGE,France,2010-12,1.95,1
47594A,CAROUSEL DESIGN WASHBAG,France,2010-12,1.95,1
47594B,SCOTTIES DESIGN WASHBAG,France,2010-12,1.95,1
84826,ASSTD DESIGN 3D PAPER STICKERS,France,2010-12,1.7,2
21328,BALLOONS  WRITING SET,France,2010-12,1.65,1
22076,6 RIBBONS EMPIRE,France,2010-12,1.65,1
22079,RIBBON REEL HEARTS DESIGN,France,2010-12,1.65,1
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,France,2010-12,1.65,1
21161,KEEP OUT BOYS DOOR HANGER,France,2010-12,1.45,1
20961,STRAWBERRY BATH SPONGE,France,2010-12,1.25,1
20966,SANDWICH BATH SPONGE,France,2010-12,1.25,1
21026,SPACE OWL,France,2010-12,1.25,1
21027,NINJA RABBIT PINK,France,2010-12,1.25,1
21030,SPACE CADET RED,France,2010-12,1.25,1
21069,VINTAGE BILLBOARD TEA MUG,France,2010-12,1.25,1
22093,MOTORING TISSUE BOX,France,2010-12,1.25,1
22094,RED RETROSPOT TISSUE BOX,France,2010-12,1.25,1
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,France,2010-12,1.25,1
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,France,2010-12,1.25,1
22403,MAGNETS PACK OF 4 VINTAGE LABELS,France,2010-12,1.25,1
84378,SET OF 3 HEART COOKIE CUTTERS,France,2010-12,1.25,1
84744,S/6 SEW ON CROCHET FLOWERS,France,2010-12,1.25,1
85049E,SCANDINAVIAN REDS RIBBONS,France,2010-12,1.25,1
85049H,URBAN BLACK RIBBONS,France,2010-12,1.25,1
21034,REX CASH+CARRY JUMBO SHOPPER,France,2010-12,0.95,1
20983,12 PENCILS TALL TUBE RED RETROSPOT,France,2010-12,0.85,1
21900,"KEY FOB , SHED",France,2010-12,0.65,1
21901,"KEY FOB , BACK DOOR",France,2010-12,0.65,1
21985,PACK OF 12 HEARTS DESIGN TISSUES,France,2010-12,0.29,1
21986,PACK OF 12 PINK POLKADOT TISSUES,France,2010-12,0.29,1
POST,POSTAGE,France,2011-01,1566,87
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,France,2011-01,835.2,576
85014A,BLACK/BLUE POLKADOT UMBRELLA,France,2011-01,493.05,99
85014B,RED RETROSPOT UMBRELLA,France,2011-01,493.05,99
20750,RED RETROSPOT MINI CASES,France,2011-01,378.3,50
22551,PLASTERS IN TIN SPACEBOY,France,2011-01,317.4,204
22423,REGENCY CAKESTAND 3 TIER,France,2011-01,238.95,21
84879,ASSORTED COLOUR BIRD ORNAMENT,France,2011-01,232,160
22215,CAKE STAND WHITE TWO TIER LACE,France,2011-01,226.1,29
21843,RED RETROSPOT CAKE STAND,France,2011-01,219.0,20
22554,PLASTERS IN TIN WOODLAND ANIMALS,France,2011-01,217.8,132
22556,PLASTERS IN TIN CIRCUS PARADE,France,2011-01,217.8,132
21731,RED TOADSTOOL LED NIGHT LIGHT,France,2011-01,198.0,120
22467,GUMBALL COAT RACK,France,2011-01,152.1,66
84375,SET OF 20 KIDS COOKIE CUTTERS,France,2011-01,151.2,72
22492,MINI PAINT SET VINTAGE,France,2011-01,140.4,216
22629,SPACEBOY LUNCH BOX,France,2011-01,140.4,72
20682,RED RETROSPOT CHILDRENS UMBRELLA,France,2011-01,136.5,42
22139,RETROSPOT TEA SET CERAMIC 11 PC,France,2011-01,133.65,27
10002,INFLATABLE POLITICAL GLOBE,France,2011-01,132.6,156
22236,CAKE STAND 3 TIER MAGIC GARDEN,France,2011-01,131.4,12
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,France,2011-01,123.9,42
22726,ALARM CLOCK BAKELIKE GREEN,France,2011-01,120,32
22555,PLASTERS IN TIN STRONGMAN,France,2011-01,118.8,72
22557,PLASTERS IN TIN VINTAGE PAISLEY,France,2011-01,118.8,72
20725,LUNCH BAG RED RETROSPOT,France,2011-01,115.5,70
22636,CHILDS BREAKFAST SET CIRCUS PARADE,France,2011-01,112.2,14
22352,LUNCH BOX WITH CUTLERY RETROSPOT,France,2011-01,107.1,42
22326,ROUND SNACK BOXES SET OF4 WOODLAND,France,2011-01,106.2,36
21915,RED  HARMONICA IN BOX,France,2011-01,105,84
22727,ALARM CLOCK BAKELIKE RED,France,2011-01,105,28
22728,ALARM CLOCK BAKELIKE PINK,France,2011-01,105,28
22729,ALARM CLOCK BAKELIKE ORANGE,France,2011-01,105,28
22138,BAKING SET 9 PIECE RETROSPOT,France,2011-01,103.95,21
85099B,JUMBO BAG RED RETROSPOT,France,2011-01,97.5,50
22631,CIRCUS PARADE LUNCH BOX,France,2011-01,93.6,48
21121,SET/10 RED POLKADOT PARTY CANDLES,France,2011-01,90,72
21212,PACK OF 72 RETROSPOT CAKE CASES,France,2011-01,90.0,192
20679,EDWARDIAN PARASOL RED,France,2011-01,89.25,15
22313,OFFICE MUG WARMER PINK,France,2011-01,88.5,30
22904,CALENDAR PAPER CUT DESIGN,France,2011-01,88.5,30
22894,TABLECLOTH RED APPLES DESIGN,France,2011-01,85,10
21524,DOORMAT SPOTTY HOME SWEET HOME,France,2011-01,83.4,12
21527,RED RETROSPOT TRADITIONAL TEAPOT,France,2011-01,83.4,12
48184,DOORMAT ENGLISH ROSE,France,2011-01,83.4,12
21195,PINK  HONEYCOMB PAPER BALL,France,2011-01,81.6,72
22560,TRADITIONAL MODELLING CLAY,France,2011-01,80.88,72
21054,NURSE'S BAG SOFT TOY,France,2011-01,80.55,9
21055,TOOL BOX SOFT TOY,France,2011-01,80.55,9
22634,CHILDS BREAKFAST SET SPACEBOY,France,2011-01,79.6,8
22558,CLOTHES PEGS RETROSPOT PACK 24,France,2011-01,77.88,60
22303,COFFEE MUG APPLES DESIGN,France,2011-01,76.5,30
22398,MAGNETS PACK OF 4 SWALLOWS,France,2011-01,75,60
22620,4 TRADITIONAL SPINNING TOPS,France,2011-01,75,60
22976,CIRCUS PARADE CHILDRENS EGG CUP,France,2011-01,75,60
22605,WOODEN CROQUET GARDEN SET,France,2011-01,74.75,5
15056BL,EDWARDIAN PARASOL BLACK,France,2011-01,71.4,12
22090,PAPER BUNTING RETROSPOT,France,2011-01,70.8,24
22659,LUNCH BOX I LOVE LONDON,France,2011-01,70.2,36
22504,CABIN BAG VINTAGE RETROSPOT,France,2011-01,68.2,4
22414,DOORMAT NEIGHBOURHOOD WITCH,France,2011-01,67.5,10
48187,DOORMAT NEW ENGLAND,France,2011-01,67.5,10
22333,RETROSPOT PARTY BAG + STICKER SET,France,2011-01,66.0,40
20749,ASSORTED COLOUR MINI CASES,France,2011-01,63.6,8
21156,RETROSPOT CHILDRENS APRON,France,2011-01,62.4,32
22222,CAKE PLATE LOVEBIRD WHITE,France,2011-01,61.65,27
21094,SET/6 RED SPOTTY PAPER PLATES,France,2011-01,61.2,72
22302,COFFEE MUG PEARS  DESIGN,France,2011-01,61.2,24
22418,10 COLOUR SPACEBOY PEN,France,2011-01,61.2,72
22971,QUEENS GUARD COFFEE MUG,France,2011-01,61.2,24
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,France,2011-01,60,48
22750,FELTCRAFT PRINCESS LOLA DOLL,France,2011-01,60,16
22892,SET OF SALT AND PEPPER TOADSTOOLS,France,2011-01,60,48
22120,WELCOME  WOODEN BLOCK LETTERS,France,2011-01,59.7,6
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,France,2011-01,59.7,6
22973,CHILDREN'S CIRCUS PARADE MUG,France,2011-01,59.4,36
22974,CHILDRENS DOLLY GIRL MUG,France,2011-01,59.4,36
22385,JUMBO BAG SPACEBOY DESIGN,France,2011-01,58.5,30
22367,CHILDRENS APRON SPACEBOY DESIGN,France,2011-01,54.6,28
21056,DOCTOR'S BAG SOFT TOY,France,2011-01,53.7,6
22274,FELTCRAFT DOLL EMILY,France,2011-01,53.1,18
22314,OFFICE MUG WARMER CHOC+BLUE,France,2011-01,53.1,18
22328,ROUND SNACK BOXES SET OF 4 FRUITS,France,2011-01,53.1,18
22312,OFFICE MUG WARMER POLKADOT,France,2011-01,53.1,18
22811,SET OF 6 T-LIGHTS CACTI,France,2011-01,53.1,18
22331,WOODLAND PARTY BAG + STICKER SET,France,2011-01,52.8,32
20719,WOODLAND CHARLOTTE BAG,France,2011-01,51.0,60
21080,SET/20 RED RETROSPOT PAPER NAPKINS,France,2011-01,51.0,60
21988,PACK OF 6 SKULL PAPER PLATES,France,2011-01,51.0,60
22390,PAPERWEIGHT CHILDHOOD MEMORIES,France,2011-01,51,60
22559,SEASIDE FLYING DISC,France,2011-01,50.88,48
22748,POPPY'S PLAYHOUSE KITCHEN,France,2011-01,50.4,24
22662,LUNCH BAG DOLLY GIRL DESIGN,France,2011-01,49.5,30
22606,WOODEN SKITTLES GARDEN SET,France,2011-01,47.85,3
21086,SET/6 RED SPOTTY PAPER CUPS,France,2011-01,46.8,72
21110,LARGE CAKE TOWEL PINK SPOTS,France,2011-01,46.8,24
22223,CAKE PLATE LOVEBIRD PINK,France,2011-01,46.8,24
22630,DOLLY GIRL LUNCH BOX,France,2011-01,46.8,24
22781,GUMBALL MAGAZINE RACK,France,2011-01,45.9,6
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,France,2011-01,45.9,18
21791,VINTAGE HEADS AND TAILS CARD GAME,France,2011-01,45,36
21914,BLUE HARMONICA IN BOX,France,2011-01,45,36
22550,HOLIDAY FUN LUDO,France,2011-01,45,12
22725,ALARM CLOCK BAKELIKE CHOCOLATE,France,2011-01,45,12
22966,GINGERBREAD MAN COOKIE CUTTER,France,2011-01,45,36
22988,SOLDIERS EGG CUP,France,2011-01,45,36
22617,BAKING SET SPACEBOY DESIGN,France,2011-01,44.55,9
22668,PINK BABY BUNTING,France,2011-01,44.25,15
21883,STARS GIFT TAPE,France,2011-01,42.96,168
22355,CHARLOTTE BAG SUKI DESIGN,France,2011-01,42.5,50
22356,CHARLOTTE BAG PINK POLKADOT,France,2011-01,42.5,50
22348,TEA BAG PLATE RED RETROSPOT,France,2011-01,40.8,48
22908,PACK OF 20 NAPKINS RED APPLES,France,2011-01,40.8,48
21578,WOODLAND DESIGN  COTTON TOTE BAG,France,2011-01,40.5,18
22468,BABUSHKA LIGHTS STRING OF 10,France,2011-01,40.5,6
22531,MAGIC DRAWING SLATE CIRCUS PARADE,France,2011-01,40.32,96
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,France,2011-01,39.6,8
21208,PASTEL COLOUR HONEYCOMB FAN,France,2011-01,39.6,24
22553,PLASTERS IN TIN SKULLS,France,2011-01,39.6,24
22972,CHILDREN'S SPACEBOY MUG,France,2011-01,39.6,24
20681,PINK POLKADOT CHILDRENS UMBRELLA,France,2011-01,39.0,12
22745,POPPY'S PLAYHOUSE BEDROOM,France,2011-01,37.8,18
22746,POPPY'S PLAYHOUSE LIVINGROOM,France,2011-01,37.8,18
21042,RED RETROSPOT APRON,France,2011-01,35.7,6
15056N,EDWARDIAN PARASOL NATURAL,France,2011-01,35.7,6
21035,SET/2 RED RETROSPOT TEA TOWELS,France,2011-01,35.4,12
21164,HOME SWEET HOME METAL SIGN,France,2011-01,35.4,12
21563,RED HEART SHAPE LOVE BUCKET,France,2011-01,35.4,12
22271,FELTCRAFT DOLL ROSIE,France,2011-01,35.4,12
22272,FELTCRAFT DOLL MARIA,France,2011-01,35.4,12
22699,ROSES REGENCY TEACUP AND SAUCER,France,2011-01,35.4,12
22549,PICTURE DOMINOES,France,2011-01,34.8,24
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,France,2011-01,34.8,24
22961,JAM MAKING SET PRINTED,France,2011-01,34.8,24
84988,SET OF 72 PINK HEART PAPER DOILIES,France,2011-01,34.8,24
20724,RED RETROSPOT CHARLOTTE BAG,France,2011-01,34.0,40
22437,SET OF 9 BLACK SKULL BALLOONS,France,2011-01,34,40
20726,LUNCH BAG WOODLAND,France,2011-01,33.0,20
22382,LUNCH BAG SPACEBOY DESIGN,France,2011-01,33.0,20
22383,LUNCH BAG SUKI  DESIGN,France,2011-01,33.0,20
20973,12 PENCIL SMALL TUBE WOODLAND,France,2011-01,31.2,48
20975,12 PENCILS SMALL TUBE RED RETROSPOT,France,2011-01,31.2,48
21987,PACK OF 6 SKULL PAPER CUPS,France,2011-01,31.2,48
21039,RED RETROSPOT SHOPPING BAG,France,2011-01,30.6,12
21535,RED RETROSPOT SMALL MILK JUG,France,2011-01,30.6,12
21561,DINOSAUR LUNCH BOX WITH CUTLERY,France,2011-01,30.6,12
22300,COFFEE MUG DOG + BALL DESIGN,France,2011-01,30.6,12
22301,COFFEE MUG CAT + BIRD DESIGN,France,2011-01,30.6,12
22613,PACK OF 20 SPACEBOY NAPKINS,France,2011-01,30.6,36
22970,LONDON BUS COFFEE MUG,France,2011-01,30.6,12
22027,TEA PARTY BIRTHDAY CARD,France,2011-01,30.24,72
20866,BLUE ROSE FABRIC MIRROR,France,2011-01,30,24
21122,SET/10 PINK POLKADOT PARTY CANDLES,France,2011-01,30,24
21877,HOME SWEET HOME MUG,France,2011-01,30,24
22435,SET OF 9 HEART SHAPED BALLOONS,France,2011-01,30,24
22730,ALARM CLOCK BAKELIKE IVORY,France,2011-01,30,8
22975,SPACEBOY CHILDRENS EGG CUP,France,2011-01,30,24
22977,DOLLY GIRL CHILDRENS EGG CUP,France,2011-01,30,24
84378,SET OF 3 HEART COOKIE CUTTERS,France,2011-01,30,24
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,France,2011-01,30,24
22859,EASTER TIN BUNNY BOUQUET,France,2011-01,29.7,18
21238,RED RETROSPOT CUP,France,2011-01,27.2,32
21976,PACK OF 60 MUSHROOM CAKE CASES,France,2011-01,26.4,48
22951,60 CAKE CASES DOLLY GIRL DESIGN,France,2011-01,26.4,48
21429,RED GINGHAM ROSE JEWELLERY BOX,France,2011-01,26.4,16
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,France,2011-01,25.5,30
22891,TEA FOR ONE POLKADOT,France,2011-01,25.5,6
21864,UNION JACK FLAG PASSPORT COVER,France,2011-01,25.2,12
21908,CHOCOLATE THIS WAY METAL SIGN,France,2011-01,25.2,12
22412,METAL SIGN NEIGHBOURHOOD WITCH,France,2011-01,25.2,12
22899,CHILDREN'S APRON DOLLY GIRL,France,2011-01,25.2,12
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,France,2011-01,25.2,12
82582,AREA PATROLLED METAL SIGN,France,2011-01,25.2,12
22540,MINI JIGSAW CIRCUS PARADE,France,2011-01,25.2,60
22544,MINI JIGSAW SPACEBOY,France,2011-01,25.2,60
21224,SET/4 SKULL BADGES,France,2011-01,25.0,20
21064,BOOM BOX SPEAKER BOYS,France,2011-01,23.8,4
22502,PICNIC BASKET WICKER SMALL,France,2011-01,23.8,4
22798,ANTIQUE GLASS DRESSING TABLE POT,France,2011-01,23.6,8
22863,SOAP DISH BROCANTE,France,2011-01,23.6,8
22244,3 HOOK HANGER MAGIC GARDEN,France,2011-01,23.4,12
22466,FAIRY TALE COTTAGE NIGHTLIGHT,France,2011-01,23.4,12
22938,CUPCAKE LACE PAPER SET 6,France,2011-01,23.4,12
84356,POMPOM CURTAIN,France,2011-01,23.4,12
47566,PARTY BUNTING,France,2011-01,23.25,5
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,France,2011-01,22.95,9
21218,RED SPOTTY BISCUIT TIN,France,2011-01,22.5,6
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,France,2011-01,22.5,6
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,France,2011-01,22.5,6
22704,WRAP RED APPLES,France,2011-01,21.0,50
21544,SKULLS  WATER TRANSFER TATTOOS,France,2011-01,20.4,24
21989,PACK OF 20 SKULL PAPER NAPKINS,France,2011-01,20.4,24
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,France,2011-01,20.4,24
79191B,RETRO PLASTIC POLKA TRAY,France,2011-01,20.4,24
21917,SET 12 KIDS  WHITE CHALK STICKS,France,2011-01,20.16,48
22029,SPACEBOY BIRTHDAY CARD,France,2011-01,20.16,48
22449,SILK PURSE BABUSHKA PINK,France,2011-01,20.1,6
22451,SILK PURSE BABUSHKA RED,France,2011-01,20.1,6
22607,WOODEN ROUNDERS GARDEN SET,France,2011-01,19.9,2
22635,CHILDS BREAKFAST SET DOLLY GIRL,France,2011-01,19.9,2
22829,SWEETHEART WIRE WALL TIDY,France,2011-01,19.9,2
21622,VINTAGE UNION JACK CUSHION COVER,France,2011-01,19.8,4
21708,FOLDING UMBRELLA CREAM POLKADOT,France,2011-01,19.8,4
22854,CREAM SWEETHEART EGG HOLDER,France,2011-01,19.8,4
21328,BALLOONS  WRITING SET,France,2011-01,19.8,12
22064,PINK DOUGHNUT TRINKET POT,France,2011-01,19.8,12
22174,PHOTO CUBE,France,2011-01,19.8,12
22209,WOOD STAMP SET HAPPY BIRTHDAY,France,2011-01,19.8,12
22242,5 HOOK HANGER MAGIC TOADSTOOL,France,2011-01,19.8,12
20684,STRAWBERRY DREAM CHILDS UMBRELLA,France,2011-01,19.5,6
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,France,2011-01,19.5,6
20711,JUMBO BAG TOYS,France,2011-01,19.5,10
20712,JUMBO BAG WOODLAND ANIMALS,France,2011-01,19.5,10
21931,JUMBO STORAGE BAG SUKI,France,2011-01,19.5,10
82484,WOOD BLACK BOARD ANT WHITE FINISH,France,2011-01,19.35,3
21754,HOME BUILDING BLOCK WORD,France,2011-01,17.85,3
21756,BATH BUILDING BLOCK WORD,France,2011-01,17.85,3
15056P,EDWARDIAN PARASOL PINK,France,2011-01,17.85,3
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,France,2011-01,17.7,6
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",France,2011-01,17.7,6
21249,WOODLAND  HEIGHT CHART STICKERS,France,2011-01,17.7,6
21365,MIRRORED WALL ART STARS,France,2011-01,17.7,6
21452,TOADSTOOL MONEY BOX,France,2011-01,17.7,6
21890,S/6 WOODEN SKITTLES IN COTTON BAG,France,2011-01,17.7,6
22083,PAPER CHAIN KIT RETROSPOT,France,2011-01,17.7,6
22115,METAL SIGN EMPIRE TEA,France,2011-01,17.7,6
22116,METAL SIGN HIS DINNER IS SERVED,France,2011-01,17.7,6
22273,FELTCRAFT DOLL MOLLY,France,2011-01,17.7,6
22311,OFFICE MUG WARMER BLACK+SILVER,France,2011-01,17.7,6
22327,ROUND SNACK BOXES SET OF 4 SKULLS,France,2011-01,17.7,6
22358,KINGS CHOICE TEA CADDY,France,2011-01,17.7,6
22362,GLASS JAR PEACOCK BATH SALTS,France,2011-01,17.7,6
22413,METAL SIGN TAKE IT OR LEAVE IT,France,2011-01,17.7,6
22452,MEASURING TAPE BABUSHKA PINK,France,2011-01,17.7,6
22666,RECIPE BOX PANTRY YELLOW DESIGN,France,2011-01,17.7,6
22742,MAKE YOUR OWN PLAYTIME CARD KIT,France,2011-01,17.7,6
22831,WHITE BROCANTE SOAP DISH,France,2011-01,17.7,6
22900,SET 2 TEA TOWELS I LOVE LONDON,France,2011-01,17.7,6
84592,CROCHET ROSE PURSE WITH SUEDE BACK,France,2011-01,17.7,6
72799E,IVORY PILLAR CANDLE SILVER FLOCK,France,2011-01,17.7,6
21210,SET OF 72 RETROSPOT PAPER  DOILIES,France,2011-01,17.4,12
22644,CERAMIC CHERRY CAKE MONEY BANK,France,2011-01,17.4,12
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,France,2011-01,17.4,12
22650,CERAMIC PIRATE CHEST MONEY BANK,France,2011-01,17.4,12
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,France,2011-01,17,4
22191,IVORY DINER WALL CLOCK,France,2011-01,17,2
22207,FRYING PAN UNION FLAG,France,2011-01,17,4
22377,BOTTLE BAG RETROSPOT,France,2011-01,17,20
21881,CUTE CATS TAPE,France,2011-01,16.92,60
22652,TRAVEL SEWING KIT,France,2011-01,16.5,10
20685,DOORMAT RED RETROSPOT,France,2011-01,15.9,2
21955,DOORMAT UNION JACK GUNS AND ROSES,France,2011-01,15.9,2
22365,DOORMAT RESPECTABLE HOUSE,France,2011-01,15.9,2
22443,GROW YOUR OWN HERBS SET OF 3,France,2011-01,15.9,2
48138,DOORMAT UNION FLAG,France,2011-01,15.9,2
22898,CHILDRENS APRON APPLES DESIGN,France,2011-01,15.6,8
21558,SKULL LUNCH BOX WITH CUTLERY,France,2011-01,15.3,6
22588,CARD HOLDER GINGHAM HEART,France,2011-01,15.3,6
82482,WOODEN PICTURE FRAME WHITE FINISH,France,2011-01,15.3,6
85015,SET OF 12  VINTAGE POSTCARD SET,France,2011-01,15.3,6
85016,SET OF 6 VINTAGE NOTELETS KIT,France,2011-01,15.3,6
72800C,4 PINK DINNER CANDLE SILVER FLOCK,France,2011-01,15.3,6
22915,ASSORTED BOTTLE TOP  MAGNETS,France,2011-01,15.12,36
21829,DINOSAUR KEYRINGS ASSORTED,France,2011-01,15.12,72
20972,PINK CREAM FELT CRAFT TRINKET BOX,France,2011-01,15,12
21068,VINTAGE BILLBOARD LOVE/HATE MUG,France,2011-01,15,12
21137,BLACK RECORD COVER FRAME,France,2011-01,15,4
21231,SWEETHEART CERAMIC TRINKET BOX,France,2011-01,15,12
21232,STRAWBERRY CERAMIC TRINKET BOX,France,2011-01,15,12
21355,TOAST ITS - I LOVE YOU,France,2011-01,15,12
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,France,2011-01,15,4
21875,KINGS CHOICE MUG,France,2011-01,15,12
21888,BINGO SET,France,2011-01,15,4
21912,VINTAGE SNAKES & LADDERS,France,2011-01,15,4
22091,EMPIRE TISSUE BOX,France,2011-01,15,12
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,France,2011-01,15,12
22406,MONEY BOX KINGS CHOICE DESIGN,France,2011-01,15,12
22569,FELTCRAFT CUSHION BUTTERFLY,France,2011-01,15,4
22585,PACK OF 6 BIRDY GIFT TAGS,France,2011-01,15,12
22619,SET OF 6 SOLDIER SKITTLES,France,2011-01,15,4
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,France,2011-01,15,4
22751,FELTCRAFT PRINCESS OLIVIA DOLL,France,2011-01,15,4
22801,ANTIQUE GLASS PEDESTAL BOWL,France,2011-01,15,4
22856,ASSORTED EASTER DECORATIONS  BELLS,France,2011-01,15,12
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,France,2011-01,15,4
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,France,2011-01,15,4
85049C,ROMANTIC PINKS RIBBONS,France,2011-01,15,12
85049D,BRIGHT BLUES RIBBONS,France,2011-01,15,12
85049G,CHOCOLATE BOX RIBBONS,France,2011-01,15,12
85169B,BLACK LOVE BIRD CANDLE,France,2011-01,15,12
22472,TV DINNER TRAY DOLLY GIRL,France,2011-01,14.85,3
22474,SPACEBOY TV DINNER TRAY,France,2011-01,14.85,3
22475,SKULL DESIGN TV DINNER TRAY,France,2011-01,14.85,3
22721,SET OF 3 CAKE TINS SKETCHBOOK,France,2011-01,14.85,3
21936,RED RETROSPOT PICNIC BAG,France,2011-01,14.75,5
22669,RED BABY BUNTING,France,2011-01,14.75,5
22897,OVEN MITT APPLES DESIGN,France,2011-01,14.5,10
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,France,2011-01,13.92,48
21975,PACK OF 60 DINOSAUR CAKE CASES,France,2011-01,13.2,24
21977,PACK OF 60 PINK PAISLEY CAKE CASES,France,2011-01,13.2,24
21361,LOVE LARGE WOOD LETTERS,France,2011-01,12.75,1
21398,RED POLKADOT COFFEE  MUG,France,2011-01,12.6,6
22747,POPPY'S PLAYHOUSE BATHROOM,France,2011-01,12.6,6
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,France,2011-01,12.6,6
84927D,LA PALMIERA TILE HOOK,France,2011-01,12.6,6
84927E,FLOWERS TILE HOOK,France,2011-01,12.6,6
84927F,PSYCHEDELIC TILE HOOK,France,2011-01,12.6,6
85032A,ROMANTIC IMAGES GIFT WRAP SET,France,2011-01,12.6,6
20963,APPLE BATH SPONGE,France,2011-01,12.5,10
20966,SANDWICH BATH SPONGE,France,2011-01,12.5,10
21880,RED RETROSPOT TAPE,France,2011-01,12.36,36
21259,VICTORIAN SEWING BOX SMALL,France,2011-01,11.9,2
22432,WATERING CAN PINK BUNNY,France,2011-01,11.7,6
22705,WRAP GREEN PEARS,France,2011-01,10.5,25
84692,BOX OF 24 COCKTAIL PARASOLS,France,2011-01,10.5,25
21058,PARTY INVITES WOODLAND,France,2011-01,10.2,12
21675,BUTTERFLIES STICKERS,France,2011-01,10.2,12
21700,BIG DOUGHNUT FRIDGE MAGNETS,France,2011-01,10.2,12
21719,LOVELY BONBON STICKER SHEET,France,2011-01,10.2,12
21721,CANDY SHOP  STICKER SHEET,France,2011-01,10.2,12
22394,PAPERWEIGHT KINGS CHOICE,France,2011-01,10.2,12
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,France,2011-01,10.2,12
22637,PIGGY BANK RETROSPOT,France,2011-01,10.2,4
22907,PACK OF 20 NAPKINS PANTRY DESIGN,France,2011-01,10.2,12
22922,FRIDGE MAGNETS US DINER ASSORTED,France,2011-01,10.2,12
22962,JAM JAR WITH PINK LID,France,2011-01,10.2,12
51014L,"FEATHER PEN,LIGHT PINK",France,2011-01,10.2,12
